Crop,Employee ID,Status,Inquiry Type,Inquiry Topic,Product Segment,Date,# of Inquiry,# of Inquirer,Resolution Time (min),Assigned Team,Source,Gender,State,Township
Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,10,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,23.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,General Preventions,Farming Information,,1,1,18,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,25,Contact Center Team,Messenger,Self-Unidentified,,
Onion,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,22,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,24.33,Contact Center Team,Messenger,Self-Unidentified,,
Tomato,50867,Solved,,General Preventions,Farming Information,,1,1,16.33,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,11.67,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,General Preventions,Farming Information,,1,1,27,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,30.67,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,35.67,Contact Center Team,Messenger,Self-Unidentified,,
Onion,50867,Solved,,General Preventions,Farming Information,,1,1,17,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,22,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,General Preventions,Farming Information,,1,1,10,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,13.33,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,25.33,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,General Preventions,Farming Information,,1,1,30,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,25,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,14,Contact Center Team,Messenger,Self-Unidentified,,
Onion,50867,Solved,,General Preventions,Farming Information,,1,1,22.33,Contact Center Team,Messenger,Self-Unidentified,,
Chickpea,50867,Solved,,General Preventions,Farming Information,,1,1,30.33,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,14.67,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,16,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,General Preventions,Farming Information,,1,1,5,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,General Preventions,Farming Information,,1,1,23,Contact Center Team,Messenger,Self-Unidentified,,
Sesame,50867,Solved,,General Preventions,Farming Information,,1,1,7.33,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,General Preventions,Farming Information,,1,1,15.33,Contact Center Team,Messenger,Self-Unidentified,,
Tomato,50867,Solved,,General Preventions,Farming Information,,1,1,30.33,Contact Center Team,Messenger,Self-Unidentified,,
Chickpea,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,19.33,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,11,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,37.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,31,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,25.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,7.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,General Preventions,Farming Information,,1,1,7.33,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,24.33,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,27.33,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,21.67,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,General Preventions,Farming Information,,1,1,26,Contact Center Team,Messenger,Self-Unidentified,,
Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,24,Contact Center Team,Messenger,Self-Unidentified,,
Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,22.33,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,6,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,21.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,21.33,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,37,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,31.5,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,11,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,16,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,12,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,General Preventions,Farming Information,,1,1,10.67,Contact Center Team,Messenger,Self-Unidentified,,
Onion,50867,Solved,,General Preventions,Farming Information,,1,1,20.33,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,8,Contact Center Team,Messenger,Self-Unidentified,,
Chickpea,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,42,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,19.67,Contact Center Team,Messenger,Self-Unidentified,,
Green Bean,50867,Solved,,General Preventions,Farming Information,,1,1,19.67,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,19,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,16.33,Contact Center Team,Messenger,Self-Unidentified,,
Chickpea,50867,Solved,,General Preventions,Farming Information,,1,1,22,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,6.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,General Preventions,Farming Information,,1,1,49,Contact Center Team,Messenger,Self-Unidentified,,
Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,3,Contact Center Team,Messenger,Self-Unidentified,,
Sesame,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,35.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,24,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,40,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,34.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,16.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,28.67,Contact Center Team,Messenger,Self-Unidentified,,
Cabbage,50867,Solved,,General Preventions,Farming Information,,1,1,20.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,28.67,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,53,Contact Center Team,Messenger,Self-Unidentified,,
Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,35,Contact Center Team,Messenger,Self-Unidentified,,
Groundnut,50867,Solved,,General Preventions,Farming Information,,1,1,35,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,10,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,General Preventions,Farming Information,,1,1,27,Contact Center Team,Messenger,Self-Unidentified,,
Tomato,50867,Solved,,General Preventions,Farming Information,,1,1,45,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,General Preventions,Farming Information,,1,1,38.67,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,34.67,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,32,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,General Preventions,Farming Information,,1,1,21.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,16.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,25.67,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,General Preventions,Farming Information,,1,1,35,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,25,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,24.67,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,32.67,Contact Center Team,Messenger,Self-Unidentified,,
Chickpea,50867,Solved,,General Preventions,Farming Information,,1,1,28.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,16.33,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,23.33,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,18.67,Contact Center Team,Messenger,Self-Unidentified,,
Onion,50867,Solved,,General Preventions,Farming Information,,1,1,15,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,General Preventions,Farming Information,,1,1,30.67,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,18.67,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,38.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,6.67,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,Other,Non Product & Service Inquiry,,1,1,25.67,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,26.67,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,23.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,General Preventions,Farming Information,,1,1,8,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,22,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,9.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,1,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,General Preventions,Farming Information,,1,1,10.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,11.67,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,16,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,20,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,33.33,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,31.33,Contact Center Team,Messenger,Self-Unidentified,,
Green gram,50867,Solved,,General Preventions,Farming Information,,1,1,23.67,Contact Center Team,Messenger,Self-Unidentified,,
Rice,50867,Solved,,General Preventions,Farming Information,,1,1,33.67,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,25.67,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,24,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,Where to Buy,Micro-irrigation,,1,1,20,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,28.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,28.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,28.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,General Preventions,Farming Information,,1,1,28.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,32.67,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,General Preventions,Farming Information,,1,1,22.33,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,22.67,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,13.67,Contact Center Team,Messenger,Self-Unidentified,,
Non Service Crops,50867,Solved,,General Preventions,Farming Information,,1,1,12.33,Contact Center Team,Messenger,Self-Unidentified,,
Chickpea,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,11,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,General Preventions,Farming Information,,1,1,23,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,10.33,Contact Center Team,Messenger,Self-Unidentified,,
Chili,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,26.33,Contact Center Team,Messenger,Self-Unidentified,,
Black gram,50867,Solved,,P&D diagnosis request,Farming Information,,1,1,25.33,Contact Center Team,Messenger,Self-Unidentified,,
