Date,Self-Unidentified,State,Township,Crop,Inquiry Type,Inquiry Topic,Source,Product Segment,First Handler Status,Assigned Team,# of Inquirer,# of Inquiry
1/11/2023,Male,Bago (East),Bago,Vegetables other,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
1/11/2023,Male,Bago (East),Bago,Vegetables other,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
1/11/2023,Male,Bago (East),Phyu,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Bago (East),Waw,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Bago (West),Gyobingauk,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/11/2023,Male,Bago (West),Letpadan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Bago (West),Letpadan,Green gram,Crop Protection,P&D diagnosis request,Inquiry Call,Diagnosis Services,Solved,Contact Center Team,1,1
1/11/2023,Male,Bago (West),Letpadan,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Bago (West),Zigon,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Kachin,Mohnyin,Potato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/11/2023,Male,Kayin,Hlaingbwe,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Magway,Minbu,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Magway,Natmauk,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/11/2023,Male,Magway,Pakokku,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
1/11/2023,Male,Magway,Pakokku,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Magway,Pwintbyu,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
1/11/2023,Male,Magway,Pwintbyu,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
1/11/2023,Male,Magway,Pwintbyu,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/11/2023,Male,Magway,Salin,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/11/2023,Male,Magway,Salin,Legumes,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/11/2023,Male,Magway,Salin,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/11/2023,Male,Mandalay,Madaya,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Mandalay,Myingyan,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/11/2023,Male,Mandalay,Myittha,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/11/2023,Male,Mandalay,Myittha,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Mandalay,Sintgaing,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Mandalay,Yamethin,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/11/2023,Male,Sagaing,Monywa,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Sagaing,Myaung,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/11/2023,Male,Sagaing,Yinmarbin,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/11/2023,Male,Shan (South),Nyaungshwe,Cabbage,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
1/11/2023,Male,Yangon,Kayan,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Yangon,Kungyangon,Betel,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/11/2023,Male,Yangon,Kungyangon,Rice,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
1/12/2023,Female,Ayeyarwady,Thabaung,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Female,Bago (East),Thanatpin,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Female,Bago (West),Paukkhaung,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Female,Mandalay,Myittha,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Female,Shan (South),Pinlaung,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/12/2023,Male,Ayeyarwady,Danubyu,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Ayeyarwady,Hinthada,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/12/2023,Male,Ayeyarwady,Ingapu,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Ayeyarwady,Kangyidaunt,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Ayeyarwady,Kangyidaunt,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Ayeyarwady,Myanaung,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Ayeyarwady,Nyaungdon,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/12/2023,Male,Ayeyarwady,Pantanaw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
12/27/2022,Male,Ayeyarwady,Danubyu,,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
1/12/2023,Male,Ayeyarwady,Pathein,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,2,2
1/12/2023,Male,Ayeyarwady,Pathein,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
1/12/2023,Male,Ayeyarwady,Pyapon,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/12/2023,Male,Bago (East),Taungoo,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
12/27/2022,Male,Yangon,Thingangyun,,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
1/12/2023,Male,Bago (East),Yedashe,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Bago (West),Gyobingauk,,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/12/2023,Male,Bago (West),Letpadan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Bago (West),Letpadan,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Bago (West),Minhla,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Bago (West),Paukkhaung,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Bago (West),Pyay,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Kayin,Hpa-An,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Magway,Pakokku,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Magway,Pwintbyu,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/12/2023,Male,Magway,Pwintbyu,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/12/2023,Male,Magway,Salin,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Internal,Contact Center Team,1,1
1/12/2023,Male,Magway,Saw,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/12/2023,Male,Magway,Seikphyu,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/12/2023,Male,Magway,Yesagyo,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Magway,Yesagyo,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/12/2023,Male,Mandalay,Chanayethazan,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Mandalay,Kyaukse,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Mandalay,Kyaukse,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Mandalay,Kyaukse,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Mandalay,Myittha,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/12/2023,Male,Mandalay,Natogyi,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/12/2023,Male,Mandalay,Wundwin,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Mandalay,Wundwin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/12/2023,Male,Nay Pyi Taw,Tatkon,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,2,2
1/12/2023,Male,Nay Pyi Taw,Tatkon,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/12/2023,Male,Shan (South),Nyaungshwe,Eggplant,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Female,Bago (East),Kawa,Groundnut,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
1/12/2023,Male,Yangon,Kawhmu,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Ayeyarwady,Kyangin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Ayeyarwady,Zalun,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Bago (West),Minhla,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Bago (West),Nattalin,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Magway,Pwintbyu,Cabbage,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Magway,Saw,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Mandalay,Meiktila,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Mandalay,Pyawbwe,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Female,Sagaing,Kani,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Female,Sagaing,Myaung,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Ayeyarwady,Kyaiklat,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Ayeyarwady,Kyangin,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Ayeyarwady,Kyonpyaw,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Ayeyarwady,Labutta,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Ayeyarwady,Mawlamyinegyun,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Ayeyarwady,Mawlamyinegyun,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/13/2023,Male,Ayeyarwady,Mawlamyinegyun,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Uncontactable,No action required,1,1
1/13/2023,Male,Ayeyarwady,Myanaung,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Ayeyarwady,Myaungmya,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Ayeyarwady,Myaungmya,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/13/2023,Male,Ayeyarwady,Myaungmya,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/13/2023,Male,Ayeyarwady,Thabaung,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Ayeyarwady,Wakema,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/13/2023,Male,Ayeyarwady,Yegyi,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Ayeyarwady,Zalun,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (East),Bago,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (East),Kawa,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Bago (East),Kyaukkyi,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (East),Oktwin,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (East),Phyu,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (East),Thanatpin,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Bago (East),Waw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (West),Gyobingauk,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (West),Gyobingauk,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/13/2023,Male,Bago (West),Gyobingauk,,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/13/2023,Male,Bago (West),Letpadan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (West),Letpadan,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Bago (West),Nattalin,Betel,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
1/13/2023,Male,Bago (West),Nattalin,Betel,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
1/13/2023,Male,Bago (West),Padaung,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Bago (West),Pyay,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Chin,Paletwa,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Magway,Magway,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Magway,Mindon,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Magway,Pakokku,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Magway,Seikphyu,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Magway,Thayet,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Transferred,No action required,1,1
1/13/2023,Male,Mandalay,Chanayethazan,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Mandalay,Kyaukse,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,2,2
1/13/2023,Male,Mandalay,Madaya,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Mandalay,Meiktila,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Mandalay,Myittha,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Mandalay,Pyinoolwin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Mandalay,Sintgaing,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Mandalay,Thabeikkyin,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Mon,Paung,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Mon,Thaton,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/13/2023,Male,Nay Pyi Taw,Lewe,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/13/2023,Male,Sagaing,Monywa,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
